no	Correct	annotate		call by location	[[ 0.60273981  0.39726028]]	[[[  0.91316128   0.93388788   0.88519989   0.92081213   0.57045794
no	Correct	computer resource		low-level design	[[ 0.59690696  0.40309304]]	[[[  0.89737      0.92150314   0.8742116    0.93312002   0.79359728
no	Correct	service level agreement		project scope statement	[[ 0.63464957  0.36535043]]	[[[  0.82199804   0.89439531   0.85384371   0.95336735   0.79549058
yes	Incorrect	refactoring		simulator	[[ 0.4993031  0.5006969]]	[[[ 0.85989663  0.94143666  0.74662261  0.9335832   0.57308051  0.85211462
no	Correct	patch		existence constraint	[[ 0.67108524  0.32891476]]	[[[  0.89710164   0.93148505   0.8244696    0.81667323   0.5223296
no	Incorrect	supervisory program		supervisor state	[[ 0.53694487  0.4630551 ]]	[[[ 0.94236629  0.79663177  0.83039263  0.87563561  0.52636995  0.78511098
no	Correct	scaffolding		content assist	[[ 0.55640119  0.44359878]]	[[[  0.930031     0.95797121   0.85632063   0.88494437   0.6761737
no	Correct	lightweight process		approval	[[ 0.6794793   0.32052067]]	[[[  0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
no	Correct	attribute name		optional task	[[ 0.54783535  0.45216465]]	[[[  0.89500247   0.94261993   0.87832083   0.87711921   0.65126821
no	Correct	process attribute		project calendar	[[ 0.56942552  0.43057451]]	[[[  0.90850706   0.94962187   0.87180181   0.93343965   0.68751429
no	Correct	business intelligence		order language	[[ 0.6596573  0.3403427]]	[[[  0.86786033   0.91961149   0.85556772   0.87771787   0.60516517
yes	Incorrect	table		node	[[ 0.41869667  0.5813033 ]]	[[[ 0.          0.          0.          0.          0.          0.          0.
no	Correct	development branch		organization chart	[[ 0.67072582  0.32927418]]	[[[  0.87925018   0.91394697   0.7021364    0.9113259    0.72713523
no	Incorrect	sprint		definition of done	[[ 0.61476362  0.38523644]]	[[[  0.95336259   0.98569297   0.95188757   0.97777093   0.79584385
no	Correct	level of abstraction		configuration provider	[[ 0.67887503  0.32112497]]	[[[  0.84126605   0.90745146   0.87545923   0.86712359   0.60971226
no	Incorrect	macrogenerator		macro-generating program	[[ 0.52418989  0.47581014]]	[[[  1.           1.           1.           0.97549741   0.85015688
no	Correct	subject domain		work in process	[[ 0.66706419  0.33293575]]	[[[  0.887945     0.91266864   0.88339342   0.93621255   0.73679284
no	Correct	interface design document		architectural design phase	[[ 0.55939794  0.44060203]]	[[[  0.91584651   0.91477794   0.8392717    0.95768354   0.80031339
no	Incorrect	architecture		module	[[ 0.50315601  0.49684396]]	[[[  0.93422225   0.9406109    0.90209231   0.88864825   0.56534684
no	Correct	schedule baseline		progressive refinement	[[ 0.67957693  0.3204231 ]]	[[[  0.           0.           0.           0.87077904   0.65384127
no	Correct	refactoring		progressive elaboration	[[ 0.67958337  0.32041663]]	[[[  0.           0.           0.           0.95908659   0.70544559
no	Correct	address field		tree	[[ 0.60322571  0.39677429]]	[[[  0.88445458   0.9302588    0.90562305   0.81769504   0.5255605
no	Correct	test generator		empirical process control	[[ 0.6795665   0.32043344]]	[[[  0.54462816   0.91523836   0.72613595   0.85654595   0.71804859
yes	Incorrect	automation		algorithm	[[ 0.30342674  0.69657326]]	[[[ 0.85879419  0.88269943  0.79617111  0.92072225  0.55305643  0.81778912
no	Correct	installed function point count		status code	[[ 0.67960101  0.32039899]]	[[[  0.           0.           0.           0.92376109   0.79012997
no	Correct	information product		root	[[ 0.65831375  0.34168619]]	[[[  0.85123026   0.93412703   0.85218252   0.85114981   0.53456943
no	Correct	direct insert subroutine		product roadmap	[[ 0.67940122  0.32059878]]	[[[  0.80840443   0.9225552    0.79084668   0.905641     0.6569033
no	Correct	acceptance test		continuous representation	[[ 0.67903006  0.32097003]]	[[[  0.84705121   0.90124104   0.84201923   0.86661275   0.71362788
no	Correct	control chart		decision tree analysis	[[ 0.63500267  0.36499736]]	[[[  0.93218483   0.93947314   0.91964456   0.95643138   0.80692252
