yes	Correct	process		job	[[ 0.15144242  0.84855759]]	[[[ 0.91096271  0.96910422  0.91196351  0.93837262  0.75833765  0.89560594
no	Incorrect	lrm		last responsible moment	[[ 0.81812263  0.18187739]]	[[[  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
no	Correct	engineering		test driver	[[ 0.81549072  0.18450928]]	[[[  0.9307506    0.9616747    0.92751095   0.95061859   0.59215544
no	Incorrect	arrows connecting inputs to processing steps and processing steps to outputs		graph	[[ 0.81812245  0.18187754]]	[[[  0.           0.           0.           0.9484456    0.71517233
no	Incorrect	tdd		test-driven development	[[ 0.81812263  0.18187736]]	[[[  0.           0.           0.           0.           0.           0.
no	Incorrect	control statement		nanostore	[[ 0.81789863  0.18210134]]	[[[  0.91284975   0.92556321   0.90155352   0.79027155   0.2501714
no	Correct	generalization		fail fast	[[ 0.81796181  0.18203822]]	[[[  0.95497251   0.96519425   0.93292196   0.97239817   0.68116324
no	Correct	navigational aids		product backlog grooming	[[ 0.81812257  0.18187748]]	[[[  0.83056086   0.8479429    0.68067937   0.87346023   0.64886752
no	Correct	high-order language		competent assessor	[[ 0.81812245  0.18187754]]	[[[  0.8778626    0.93211028   0.90268375   0.89687779   0.7486543
no	Incorrect	storage allocation		paging	[[ 0.81811088  0.1818891 ]]	[[[  0.92715933   0.95920691   0.91548148   0.97574248   0.83499477
no	Correct	online documentation		satisfaction	[[ 0.81812     0.18188006]]	[[[  0.85802108   0.92303892   0.82776518   0.89786097   0.64818958
no	Correct	daily meeting		systems analysis	[[ 0.81812119  0.18187885]]	[[[  0.94991022   0.95408356   0.88477566   0.95680462   0.65009592
no	Correct	database design specification		control statement	[[ 0.81812245  0.18187754]]	[[[  0.94255858   0.95031518   0.81006857   0.91223079   0.72685063
no	Correct	software requirements engineering		operations	[[ 0.81812245  0.18187754]]	[[[  0.77916537   0.89297406   0.70580186   0.95748454   0.76203451
no	Incorrect	invocation		mapping	[[ 0.62973696  0.37026295]]	[[[ 0.93463159  0.95611825  0.93822798  0.82063606  0.4479898   0.73537843
no	Incorrect	abnormal end		exception	[[ 0.81478012  0.18521985]]	[[[  0.95222227   0.97897713   0.92888235   0.89698663   0.62579566
no	Correct	issue		quality evaluation	[[ 0.81812245  0.18187757]]	[[[  0.92141      0.88258813   0.92411944   0.88121732   0.68808684
no	Correct	relation		paired programming	[[ 0.81809312  0.18190694]]	[[[  0.91307187   0.92725247   0.84788712   0.9315574    0.67253145
no	Correct	time and material contract		data function	[[ 0.81812245  0.18187754]]	[[[  0.78426978   0.76144589   0.6529555    0.82734971   0.62871706
no	Correct	product sashimi		resource breakdown structure	[[ 0.81812245  0.18187754]]	[[[  0.           0.           0.           0.74325564   0.52637144
no	Correct	program design		three-plus-one address instruction	[[ 0.81812245  0.18187754]]	[[[  0.           0.           0.           0.9373901    0.63267472
no	Incorrect	data structure-centered design		input-process-output	[[ 0.81812245  0.18187754]]	[[[  0.           0.           0.           0.93913247   0.72319332
no	Correct	real type		functional organization	[[ 0.81812245  0.18187754]]	[[[  0.8955086    0.93639959   0.88711642   0.93894024   0.72794019
yes	Correct	invocation		instance	[[ 0.18839851  0.81160146]]	[[[ 0.92080437  0.96919214  0.95983094  0.80503082  0.63294548  0.7694849
no	Incorrect	machine code		first generation fifth generation language	[[ 0.81812245  0.18187754]]	[[[  0.           0.           0.           0.92768874   0.61258185
no	Correct	access transparency		network path	[[ 0.81812078  0.18187918]]	[[[  0.9254225    0.9366901    0.93396685   0.94995164   0.75680096
no	Correct	post-development review		daily scrum	[[ 0.81812245  0.18187754]]	[[[  0.           0.           0.           0.9832911    0.73278662
no	Correct	design review		deleted source statement	[[ 0.81812245  0.18187757]]	[[[  0.           0.           0.           0.82828673   0.51447344
no	Correct	adapter		two level encoding	[[ 0.81812233  0.1818777 ]]	[[[  0.87492835   0.92888518   0.8205367    0.82840477   0.51866154
no	Incorrect	inventory		work in process	[[ 0.8180387   0.18196128]]	[[[  0.86362833   0.90074219   0.88266862   0.95414247   0.69071323
