no	Correct	cause		identifier dependency	[[ 0.59762114  0.40237886]]	[[[  0.92422507   0.94351258   0.94357854   0.79243121   0.40886595
no	Incorrect	concurrency		step	[[ 0.59649962  0.40350032]]	[[[  0.92696482   0.94339725   0.93485821   0.93285062   0.62334451
no	Correct	data inventory		documentation	[[ 0.59688568  0.40311432]]	[[[  0.92255908   0.93121275   0.91445137   0.93690141   0.80051708
no	Incorrect	agile		Extreme Programming	[[ 0.59751195  0.40248802]]	[[[  0.94476665   0.98713959   0.92330937   0.99201633   0.63912698
no	Incorrect	analysis		static analysis demonstration	[[ 0.59756184  0.40243813]]	[[[  0.           0.           0.           0.94508141   0.81626345
yes	Correct	design-to-cost		design to cost	[[  2.53376502e-08   1.00000000e+00]]	[[[ 1.          1.00000005  0.99999998  0.99467917  0.95762185  0.98057737
no	Correct	system stakeholder		design phase	[[ 0.59741503  0.40258491]]	[[[  0.79045645   0.           0.71986708   0.90801624   0.73300918
no	Incorrect	system follow-up		post-development review	[[ 0.59759772  0.40240234]]	[[[  0.           0.           0.           0.98139938   0.90511031
yes	Correct	store		move	[[ 0.16520065  0.83479935]]	[[[ 0.92999993  0.97024413  0.93644398  0.92996748  0.63502295  0.87833012
no	Correct	Requirements Management Rich Text Format		action of interest	[[ 0.59763229  0.40236768]]	[[[  0.           0.           0.           0.89140539   0.65732027
no	Incorrect	acquirer		buyer	[[ 0.56462783  0.43537211]]	[[[ 0.9014816   0.93750012  0.89319808  0.94042141  0.73870728  0.81578233
no	Incorrect	incremental development		stepwise refinement	[[ 0.59755576  0.40244421]]	[[[  0.92398161   0.95655172   0.90266252   0.95882071   0.82292391
no	Correct	cost constraint		authority	[[ 0.59684151  0.40315849]]	[[[  0.90439473   0.92733478   0.88456329   0.91956448   0.76566672
no	Incorrect	object-oriented design		modular decomposition	[[ 0.59761763  0.40238237]]	[[[  0.96060502   0.96547056   0.91987701   0.93213123   0.75471642
