no	Correct	child box		database	[[ 0.68144435  0.31855562]]	[[[ 0.79994604  0.87594491  0.74059518  0.82626432  0.63247907  0.7380495
no	Correct	arrow segment		generator	[[ 0.70683938  0.29316062]]	[[[  0.87825914   0.91622111   0.81854174   0.85964546   0.6637282
no	Correct	requirements derivation		division of standards	[[ 0.79003274  0.20996727]]	[[[  1.           1.           1.           0.9685063    0.82234507
no	Correct	feature		active text	[[ 0.67162412  0.32837591]]	[[[ 0.90694767  0.92760964  0.89537896  0.90149481  0.65180341  0.82950725
no	Correct	practice		computer science	[[ 0.68172693  0.3182731 ]]	[[[  0.88888016   0.94066952   0.81276154   0.96426346   0.76588676
no	Correct	class hierarchy		no-op	[[ 0.78302765  0.21697234]]	[[[  0.93379039   0.93700044   0.96924486   0.9186776    0.65079939
no	Correct	product management		copyright	[[ 0.78617698  0.21382302]]	[[[  0.8660715    0.88204738   0.8093511    0.90986758   0.51303015
no	Incorrect	data structure-centered design		structure clash	[[ 0.78894961  0.21105033]]	[[[  0.           0.           0.           0.93771219   0.74976363
no	Incorrect	rapid prototyping		transform analysis	[[ 0.78679025  0.21320982]]	[[[  0.88871453   0.90406532   0.81141476   0.88007131   0.68124905
no	Correct	mock objects		rework	[[ 0.67797464  0.32202533]]	[[[  0.93333703   0.97245187   0.94049047   0.86812807   0.51774369
no	Incorrect	software release management		version	[[ 0.79003716  0.20996289]]	[[[  0.9259859    0.97842303   0.90842802   0.92635139   0.73771084
no	Correct	system library		should-cost estimate	[[ 0.78997183  0.21002819]]	[[[  0.77299539   0.84985366   0.76261756   0.89559465   0.65944725
no	Correct	functional language		computer security	[[ 0.78982186  0.21017811]]	[[[  0.89749254   0.94779207   0.85724897   0.90583532   0.63799766
no	Correct	diagnostic manual		five levels of agile planning	[[ 0.79003972  0.20996025]]	[[[  1.           1.           1.           0.87686626   0.57004144
no	Correct	magic number		verso	[[ 0.78967601  0.21032397]]	[[[  0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   0.   0.   0.
no	Correct	method standard		visibility	[[ 0.7378608  0.2621392]]	[[[  0.89489486   0.93403911   0.87283673   0.91014705   0.75418102
no	Correct	independent state class		computing system	[[ 0.79004294  0.20995708]]	[[[  0.           0.           0.           0.84265175   0.62965755
no	Incorrect	message		request	[[ 0.66915101  0.33084902]]	[[[ 0.92980717  0.9697999   0.9499306   0.95051557  0.73212132  0.87418192
no	Correct	dynamic dump		software component	[[ 0.7835291   0.21647091]]	[[[  0.90092851   0.93610987   0.91031634   0.94046232   0.70951293
no	Incorrect	execution trace		fail soft	[[ 0.70241392  0.29758599]]	[[[  0.90628306   0.96220387   0.90629579   0.94514832   0.87069537
no	Correct	customer unit		expected monetary value Analysis	[[ 0.79003996  0.20996001]]	[[[  0.           0.           0.           0.9733832    0.83423013
no	Correct	program portfolio management		defect repair	[[ 0.79004151  0.20995845]]	[[[  0.           0.           0.           0.8314451    0.53868185
no	Correct	system development		bus number	[[ 0.79027164  0.20972836]]	[[[  0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
no	Incorrect	context-sensitive help		embedded documentation	[[ 0.790039  0.209961]]	[[[  0.95478178   0.94828087   0.92719938   0.96182456   0.88307596
no	Correct	functional cohesion		refactoring	[[ 0.77539104  0.22460894]]	[[[  0.97151254   0.9741726    0.89030752   0.98022118   0.75255672
no	Incorrect	agile		Extreme Programming	[[ 0.7652337   0.23476636]]	[[[  0.94476665   0.98713959   0.92330937   0.99201633   0.63912698
no	Incorrect	Ada		flexibility	[[ 0.66930634  0.33069363]]	[[[  0.95561632   0.98426329   0.92731792   0.90780488   0.46494322
no	Correct	software tool		problem description	[[ 0.78483117  0.21516891]]	[[[  0.93284783   0.94695668   0.91349241   0.8980803    0.72610596
no	Correct	state		capable process	[[ 0.79035407  0.20964587]]	[[[  0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
no	Correct	backup		assessment constraints	[[ 0.79002345  0.20997651]]	[[[  0.70946476   0.84264257   0.72762935   0.87632331   0.54853692
no	Correct	points		existence dependency	[[ 0.78950399  0.21049596]]	[[[  0.91802356   0.84965925   0.85057359   0.86398561   0.67424209
no	Correct	computer word		bathtub curve	[[ 0.69897997  0.30102003]]	[[[  0.90333642   0.92290215   0.86117005   0.9241768    0.72173653
no	Correct	computer resource		low-level design	[[ 0.7861079   0.21389201]]	[[[  0.89737      0.92150314   0.8742116    0.93312002   0.79359728
no	Incorrect	logical cohesion		execution trace	[[ 0.78342247  0.21657754]]	[[[  0.9170246    0.95987416   0.93560234   0.86472332   0.70376417
yes	Correct	decoupling		coupling	[[ 0.00130532  0.99869472]]	[[[ 0.96160623  0.99092857  0.97517597  0.96792411  0.83906138  0.90818612
no	Incorrect	relative size measure		ideal day	[[ 0.78996986  0.21003017]]	[[[  0.90914619   0.99006338   0.92141628   0.84910197   0.63530064
no	Correct	risk management process		total correctness	[[ 0.79003179  0.20996818]]	[[[  0.89910221   0.93589907   0.81747798   0.88472838   0.61677698
no	Correct	essential Scrum		release burndown chart	[[ 0.79000407  0.2099959 ]]	[[[  0.90065023   0.95700304   0.80673179   0.9888932    0.82181904
no	Incorrect	acquirer		purchaser	[[ 0.66859829  0.33140171]]	[[[ 0.93241228  0.94359862  0.92770593  0.9320657   0.72461476  0.82154187
no	Incorrect	software development plan		incremental development	[[ 0.69704634  0.30295369]]	[[[  0.91365148   0.97916248   0.92848173   0.97191151   0.77480724
no	Correct	purpose		dimension mapping table	[[ 0.79003882  0.20996118]]	[[[  0.           0.           0.           0.89460177   0.73588399
no	Correct	test data		roll back	[[ 0.66774511  0.33225489]]	[[[ 0.91601303  0.93631198  0.89071337  0.90542671  0.59612952  0.81570202
no	Correct	validity summary		use case	[[ 0.78161603  0.21838394]]	[[[  0.8909773    0.92288379   0.8001071    0.92426621   0.56900061
no	Correct	symbolic execution		implementation requirement	[[ 0.79002827  0.20997174]]	[[[  0.92613807   0.9531445    0.92371546   0.88637653   0.62139153
no	Correct	non-key attribute		test item transmittal report	[[ 0.79004025  0.20995979]]	[[[  0.           0.           0.           0.90321817   0.69973128
no	Correct	exception handling		test case generator	[[ 0.7899372   0.21006277]]	[[[  0.91188495   0.95411137   0.91936307   0.94863041   0.77141172
no	Incorrect	paging		block allocation	[[ 0.73802036  0.26197961]]	[[[  0.87387312   0.97361243   0.87474184   0.92844051   0.75893537
no	Correct	absolute instruction		type	[[ 0.79007679  0.20992322]]	[[[  0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
no	Correct	high level		Administer Procurements	[[ 0.79004115  0.20995879]]	[[[  0.           0.           0.           0.89279805   0.67649953
no	Incorrect	system follow-up		post-implementation review	[[ 0.79001683  0.20998316]]	[[[  0.82744665   0.95120608   0.84973878   0.97019731   0.9149431
no	Correct	jump		replication transparency	[[ 0.79004019  0.20995983]]	[[[  0.           0.           0.           0.78896553   0.61297278
no	Correct	theme		project area configuration	[[ 0.79003912  0.20996082]]	[[[  0.70863662   0.8388133    0.83930579   0.86240183   0.45782324
no	Correct	detailed design		instance	[[ 0.75975674  0.24024324]]	[[[  0.87168621   0.9383664    0.90622866   0.92163829   0.55529096
no	Correct	project quality management		contingency reserve	[[ 0.79003912  0.20996082]]	[[[  0.61744244   0.66187211   0.76710113   0.94158739   0.81874384
no	Correct	assessment constraints		baseline document	[[ 0.78545338  0.21454668]]	[[[  0.74229779   0.85695486   0.73372782   0.94266138   0.82971909
no	Correct	transaction cost		contingency allowanceH	[[ 0.79004145  0.20995849]]	[[[  0.           0.           0.           0.90157591   0.75457226
no	Incorrect	call graph		state diagram	[[ 0.67453092  0.32546911]]	[[[ 0.88814741  0.94164937  0.8675563   0.91807452  0.76314814  0.85342429
no	Correct	nonprogrammable terminal		custom software	[[ 0.79004061  0.20995936]]	[[[  0.           0.           0.           0.80834211   0.53999801
no	Incorrect	batch		real time	[[ 0.66943395  0.33056605]]	[[[ 0.91725542  0.93431547  0.88426677  0.96100529  0.60870126  0.89028476
no	Correct	squiggle		producer	[[ 0.6694203   0.33057973]]	[[[ 0.88530227  0.94886643  0.88391818  0.82359016  0.40198633  0.66616231
no	Correct	test incident report		fist to five	[[ 0.79020107  0.20979893]]	[[[  0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
no	Correct	navigational aids		product backlog grooming	[[ 0.79004222  0.20995776]]	[[[  0.83056086   0.8479429    0.68067937   0.87346023   0.64886752
