no	Correct	incremental development		endeavor	[[ 0.74332219  0.25667787]]	[[[  0.90834104   0.92128181   0.88570526   0.89470172   0.51872683
yes	Correct	busy		idle	[[ 0.04752485  0.95247519]]	[[[ 0.95843015  0.95145331  0.94789264  0.82357326  0.65955412  0.74532716
no	Incorrect	relocation dictionary		offset	[[ 0.74281287  0.2571871 ]]	[[[  0.           0.           0.           0.83433057   0.48507501
no	Incorrect	mapping		software life cycle model	[[ 0.74330199  0.25669804]]	[[[  0.           0.           0.           0.9244744    0.6869478
no	Incorrect	continuous improvement		kaizen	[[ 0.74332428  0.25667566]]	[[[  0.92972916   0.9698822    0.91282227   0.99346502   0.61053889
no	Correct	risk identification		command driven	[[ 0.74330539  0.25669459]]	[[[  0.88978431   0.92158743   0.86155134   0.90443105   0.73479295
no	Correct	external interface requirement		analog computer	[[ 0.74333906  0.25666097]]	[[[  0.79749099   0.           0.62318851   0.90264237   0.58878545
no	Correct	window		sample instance	[[ 0.74280131  0.25719866]]	[[[  0.89143492   0.91622309   0.87596507   0.89763429   0.60745532
no	Correct	ideal day		decomposition diagram	[[ 0.74332786  0.25667208]]	[[[  0.83660417   0.92588289   0.87991159   0.8534942    0.58094482
no	Correct	expected monetary value Analysis		process action plan	[[ 0.74333918  0.25666082]]	[[[  1.           1.           1.           0.95269461   0.80098311
no	Correct	daily stand-up		product scope description	[[ 0.74333864  0.25666139]]	[[[  0.69862682   0.75230043   0.62226768   0.           0.           0.
no	Incorrect	finish-to-finish		logical relationship	[[ 0.74331605  0.25668392]]	[[[  0.90940677   0.93942773   0.87874431   0.85388263   0.55680618
no	Correct	work activity		test generator	[[ 0.74301827  0.25698173]]	[[[  0.92708799   0.95579538   0.87249101   0.77201385   0.73203394
no	Correct	single-hit decision table		continuous iteration	[[ 0.74329227  0.25670767]]	[[[  0.           0.           0.           0.86883625   0.7520304
no	Correct	tier chart		loop control	[[ 0.74236125  0.25763872]]	[[[ 0.88838552  0.93577596  0.91424061  0.84716359  0.59192036  0.73897793
no	Correct	resident control program		risk register	[[ 0.74333549  0.25666445]]	[[[  0.94619172   0.93692363   0.93379345   0.95029494   0.73250692
no	Correct	machine address		compiler directive source statement	[[ 0.74333876  0.25666118]]	[[[  0.           0.           0.           0.85491354   0.60317344
no	Incorrect	batch		on-line	[[ 0.70598257  0.29401734]]	[[[ 0.90513069  0.96961151  0.89974163  0.91219787  0.47734722  0.81859377
