no	Incorrect	external		iteration	[[ 0.80387193  0.19612801]]	[[[ 0.84336577  0.90025711  0.83948695  0.          0.          0.
no	Correct	sprint planning		driver	[[ 0.72294533  0.27705464]]	[[[  0.85060116   0.88196821   0.71556894   0.93310609   0.59238893
no	Correct	alignment		pipeline	[[ 0.7251209   0.27487913]]	[[[ 0.90459813  0.93149393  0.85531201  0.92164539  0.53704761  0.83652518
no	Correct	economic filter		macroassembler	[[ 0.72351497  0.27648494]]	[[[  0.90419132   0.93919286   0.8248034    0.77094956   0.41111352
no	Correct	asset		checkpointing	[[ 0.72366327  0.2763367 ]]	[[[  0.90867599   0.94113346   0.89733052   0.88541082   0.63848828
no	Correct	cardinality		subtype	[[ 0.72425699  0.27574301]]	[[[  0.91806568   0.96578355   0.94531977   0.79838513   0.46252062
no	Correct	information technology		art metrics	[[ 0.7229048   0.27709526]]	[[[  0.91952759   0.95777379   0.69459135   0.96104232   0.81379738
no	Correct	real-world object		glossary	[[ 0.72289348  0.27710652]]	[[[  0.9118434    0.97382454   0.91146348   0.954001     0.77665898
no	Incorrect	software development plan		rapid prototyping	[[ 0.72286057  0.27713948]]	[[[  0.91341394   0.96279564   0.81784872   0.96564499   0.82325445
no	Correct	taxonomy		product scope	[[ 0.72306687  0.27693319]]	[[[  0.926394     0.94802162   0.85910673   0.88827991   0.47000517
no	Correct	indigenous error		dimension table	[[ 0.72417456  0.27582541]]	[[[  0.92104441   0.89391429   0.90820217   0.86513417   0.52006696
no	Correct	incoming link		origin attribute	[[ 0.72346383  0.2765362 ]]	[[[  0.96004703   0.95421946   0.95191227   0.75633847   0.60801611
no	Incorrect	chickens		pigs	[[ 0.76194775  0.23805226]]	[[[ 0.          0.          0.          0.          0.          0.          0.
no	Correct	budgeted cost of work performed		test approach	[[ 0.72285384  0.27714616]]	[[[  0.88179404   0.74720116   0.8032512    0.92769167   0.81811955
no	Incorrect	conventions		practices	[[ 0.72433937  0.27566063]]	[[[ 0.95290657  0.94992882  0.92094545  0.94901341  0.65278002  0.87905302
no	Correct	portal		user experience ux	[[ 0.72288018  0.27711979]]	[[[  0.9366849    0.91458631   0.83051889   0.9490757    0.64686169
no	Correct	net graph		active text	[[ 0.72391587  0.27608415]]	[[[  0.91483064   0.92947597   0.9503007    0.92157839   0.81354601
no	Correct	staff-hour		data repository	[[ 0.72329009  0.27670991]]	[[[  0.90952108   0.94123982   0.91201774   0.90853486   0.62013431
no	Incorrect	stepwise refinement		object-oriented structured design	[[ 0.72285002  0.27714998]]	[[[  0.           0.           0.           0.98919922   0.85829344
no	Incorrect	configuration status accounting		development record	[[ 0.72285151  0.27714843]]	[[[  0.87339249   0.8944386    0.7965442    0.94113998   0.72406211
no	Correct	test case specification		throughput	[[ 0.72286791  0.27713212]]	[[[  0.91002604   0.91517567   0.88492091   0.93221177   0.66731717
no	Correct	identifier		consumer software package	[[ 0.72285503  0.27714503]]	[[[  0.           0.           0.           0.83221769   0.52861793
no	Correct	configuration audit		musketeer attitude	[[ 0.72307354  0.27692652]]	[[[  0.94660224   0.89800273   0.88659626   0.83545385   0.5760838
no	Correct	software development folder		organization chart	[[ 0.72285271  0.27714729]]	[[[  0.91285894   0.92737786   0.90556254   0.96008275   0.84221379
no	Correct	practice		computer science	[[ 0.72293448  0.27706555]]	[[[  0.88888016   0.94066952   0.81276154   0.96426346   0.76588676
no	Correct	task inversion		contingency plan	[[ 0.72328657  0.27671343]]	[[[  0.92193579   0.97096305   0.9220941    0.94776871   0.72289155
no	Correct	product management		system testing	[[ 0.72296894  0.27703106]]	[[[  0.8921069    0.93810381   0.84505956   0.93402405   0.76694947
no	Correct	visibility		partial correctness	[[ 0.72289622  0.27710372]]	[[[  0.90153563   0.90538497   0.85577193   0.83747278   0.63069866
no	Correct	branching		waterfall model	[[ 0.72294033  0.27705967]]	[[[  0.91695646   0.96703174   0.81069277   0.93550898   0.71253392
no	Incorrect	modular decomposition		cohesion	[[ 0.72293437  0.27706563]]	[[[  0.94480383   0.94774967   0.9117442    0.89842447   0.66766155
no	Correct	emergent opportunity		invest acronym	[[ 0.7231887   0.27681124]]	[[[  1.           1.           1.           0.91504254   0.43344703
no	Correct	operator		quality assurance	[[ 0.72409618  0.27590382]]	[[[  0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
no	Correct	job stream		protection exception	[[ 0.72298336  0.27701664]]	[[[  0.92554764   0.9576763    0.92879302   0.90698151   0.66743568
no	Correct	exception handling		presentable	[[ 0.72288305  0.27711692]]	[[[  0.91826604   0.96509711   0.92095322   0.8438032    0.66472805
no	Incorrect	sequential cohesion		serial construct	[[ 0.72358978  0.27641019]]	[[[  0.90080309   0.93761758   0.82377902   0.91755012   0.65788135
no	Correct	method		cargo cult	[[ 0.72311211  0.27688789]]	[[[ 0.96196138  0.96397408  0.96262661  0.90138553  0.61997998  0.81736983
